,0
0,0.9911995307620094
1,0.9882019723814529
2,0.9813916189686399
3,0.9730577942444937
4,0.9659275821012676
5,0.9631297295281637
6,0.9678494060120816
7,0.9825759206185424
8,1.0080736451426764
9,1.042320938040694
10,1.0799353685059265
11,1.113438786037499
12,1.1367484209908922
13,1.1479156791893632
14,1.1487303143532863
15,1.1427047545269764
16,1.133485970999992
17,1.124111818820621
18,1.1167521601245698
19,1.1126164182334723
20,1.1119028228610381
21,1.1137864863223006
22,1.11646583021361
23,1.1172396717606778
24,1.1126215818546488
25,1.098817608478234
26,1.0731735491139138
27,1.0361403136368343
28,0.9914799643932051
29,0.9441323152490269
30,0.8982204806064473
31,0.856460261950358
32,0.8203034168735414
33,0.790173429752081
34,0.7656554833783382
35,0.745706050722703
36,0.728941732122434
37,0.7139969516097645
38,0.6998839219713449
39,0.6862818530676613
40,0.6737355816950659
41,0.6638185328463114
42,0.6592941864666395
43,0.6640467714120726
44,0.6821346099118292
45,0.715606846519616
46,0.7624911303441317
47,0.8173326024931147
48,0.874006515321513
49,0.9280307802238152
50,0.9770729907403459
51,1.0203796279634396
52,1.0580388433261476
53,1.0904513800675182
54,1.1180494872145623
55,1.1412050523226893
56,1.1602632073410193
57,1.1756540603844996
58,1.188052321514138
59,1.1985572004005651
60,1.2088116748249342
61,1.220834026107137
62,1.2362210490790468
63,1.2546607286045455
64,1.2725571783833658
65,1.2834666520489413
66,1.2811711363459544
67,1.2629672513733452
68,1.2301200684315163
69,1.1860725657065947
70,1.1346565217641045
71,1.0791929171101087
72,1.0222532987623123
73,0.9657051912934213
74,0.9108260569748796
75,0.8583983614222367
76,0.8087600931164277
77,0.7618245802440141
78,0.7171386960918217
79,0.6740955715915974
80,0.632334463800673
81,0.592115193900286
82,0.5543730232873316
83,0.5204986926578219
84,0.49219046060187754
85,0.47155910370294885
86,0.4613627654084425
87,0.46505585906285923
88,0.4861539381885345
89,0.526508153257233
90,0.5841773093614621
91,0.6530343934301297
92,0.7251101220388455
93,0.7935752253750394
94,0.8540930130548295
95,0.9045647884863287
96,0.9443430171850202
97,0.9736084584461971
98,0.9930579276690509
99,1.003778608967827
100,1.0071760702482042
101,1.0049287362766026
102,0.9989979213188174
103,0.9917012991888312
104,0.9857984161047568
105,0.9844464378177427
106,0.9908079452188329
107,1.0071914806875673
108,1.033904731898068
109,1.0681910971812454
110,1.1039638404775571
111,1.1336337985271103
112,1.151716294608467
113,1.157032527819369
114,1.1518943411086373
115,1.1400693732967866
116,1.1252985150146768
117,1.1106324611987426
118,1.0982229797587175
119,1.0892570337294005
120,1.0839033079845946
121,1.0812650665597743
122,1.0793792904670738
123,1.0753010597243298
124,1.0653869796841207
125,1.0461386052291406
126,1.015874215275006
127,0.9761614650796692
128,0.9311572790741623
129,0.8854731150380721
130,0.8427597456757604
131,0.8054410030841543
132,0.7748670575748257
133,0.751451858067641
134,0.7347656790844667
135,0.7236866659499882
136,0.7166796904871277
137,0.7121843461021371
138,0.7090371457474719
139,0.7068517068338365
140,0.7063186652256985
141,0.7094128826138325
142,0.719377461693595
143,0.7399957457079027
144,0.7736222071636641
145,0.8189405717517073
146,0.871013313126089
147,0.9239718239374817
148,0.9735409279376739
149,1.0176980219016811
150,1.0561060074292787
151,1.0893158174990918
152,1.1181682811580453
153,1.1434548560444284
154,1.1657850813335546
155,1.1855947340561064
156,1.203239651317114
157,1.2191366405964141
158,1.2339168949595924
159,1.248509824662216
160,1.2639290783755404
161,1.2803901990356479
162,1.2957884096011634
163,1.3049572533617981
164,1.3017606197073452
165,1.28287402671896
166,1.249165914290094
167,1.2040241193770516
168,1.1512869486823634
169,1.0942043132246135
170,1.035217689586809
171,0.9760686910167615
172,0.9179663757791243
173,0.8617214492436454
174,0.8078324205018509
175,0.7565337842405694
176,0.7078300977158831
177,0.6615641487037895
178,0.6175841535144662
179,0.5760045968570884
180,0.5374017463906167
181,0.5028074406762127
182,0.4736349290088264
183,0.4517546548427183
184,0.4397209657427971
185,0.440915917253117
186,0.45914155997860906
187,0.497081904418824
188,0.5538582680379294
189,0.6237668116615064
190,0.6982067166014404
191,0.769242081320874
192,0.8316949029204385
193,0.8831434753894717
194,0.9230234604509764
195,0.9517867875188233
196,0.9704014782631527
197,0.980131559364419
198,0.9824578821175829
199,0.9790581182567341
200,0.9718382769216687
201,0.9630229983024324
202,0.9552733477780687
203,0.9517168965283478
204,0.9556691938589308
205,0.9698528354838184
206,0.9952283682633483
207,1.029845529915265
208,1.0683457314077276
209,1.1033316049149946
210,1.12877416839349
211,1.1426058841823283
212,1.1463808817590015
213,1.1434036501153355
214,1.1371940942729049
215,1.1307206003916714
216,1.1261107177001268
217,1.124549893810822
218,1.1262419482651638
219,1.130415014720712
220,1.135373165174697
221,1.1385444792198123
222,1.1365080508854735
223,1.1253280680049698
224,1.1019339679552764
225,1.0663038735462065
226,1.0219975091695652
227,0.9740390052885074
228,0.926720210339311
229,0.8828774642598481
230,0.8440152339455205
231,0.8105750103649461
232,0.7821684920572887
233,0.7578173505903649
234,0.7362476514711894
235,0.7162275745091151
236,0.6968881614083852
237,0.6779641075860992
238,0.6599465024722337
239,0.6442163038157444
240,0.6332253681164728
241,0.630587617112928
242,0.6405541706454594
243,0.6663138471364557
244,0.7077187530651936
245,0.7605859501429597
246,0.8186936676744562
247,0.876521815055857
248,0.9305535450979303
249,0.9791146125362704
250,1.0216913063978588
251,1.0583263096710136
252,1.0892530980204085
253,1.1147431981619607
254,1.135101085067894
255,1.1507484121609681
256,1.1623596032034333
257,1.1710287763218683
258,1.1784259319579657
259,1.1867959603726703
260,1.198523192897011
261,1.2150492071821086
262,1.235372864011695
263,1.2550630297535121
264,1.2672252576636163
265,1.2657472579259588
266,1.2482672603918112
267,1.2163134445125916
268,1.1734732338083362
269,1.1236647887762297
270,1.070268586469172
271,1.0158900738794716
272,0.9623971739127906
273,0.9110213884632475
274,0.8624295910872535
275,0.8167421601976961
276,0.7735397989502403
277,0.7319837908456959
278,0.6911842407481861
279,0.6507484698990237
280,0.6111513288536686
281,0.5736434478468383
282,0.539901996900105
283,0.5118498494484816
284,0.4917669174442101
285,0.4824963918660854
286,0.4873915323986881
287,0.5095472729752254
288,0.5501274137362967
289,0.6066994874287808
290,0.6733646594197317
291,0.7429915338823858
292,0.809596617190621
293,0.8692889666583464
294,0.9199883042064093
295,0.9607954263490056
296,0.9915533855793459
297,1.0126726290225663
298,1.0250632106095754
299,1.030056682548277
300,1.0293316401056438
301,1.0248960513307002
302,1.0191327537378327
303,1.0148422091585247
304,1.0151325808999434
305,1.0229678771996555
306,1.0403148131035609
307,1.0670640505750717
308,1.1000333039756547
309,1.1328092338210456
310,1.1577484463730756
311,1.169649589403388
312,1.1678181273153743
313,1.1550439191853294
314,1.1354356758322146
315,1.1129200338524128
316,1.0906255506130043
317,1.0707313959226443
318,1.054437558384763
319,1.041915132307583
320,1.0322373863072603
321,1.023368778858151
322,1.0123249263006655
323,0.9956754062493217
324,0.9706225731724641
325,0.936500859325542
326,0.8955075090246876
327,0.8516567028256776
328,0.8090425872395866
329,0.7709236075760706
330,0.7396216349412439
331,0.7166131981937207
332,0.7025222307096108
333,0.6970627867162554
334,0.6990987674155189
